label,text,text_length,processed_text
ham,Sen told that he is going to join his uncle finance in cbe,58,sen told go join uncl financ cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,79,yup hey one day fri ask miwa jiayin take leav go karaok
ham,"Call me, i am senthil from hsbc.",32,call senthil hsbc
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",147,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
ham,Indeed and by the way it was either or - not both !,51,inde way either
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or �10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",146,urgent call landlin complimentari ibiza holiday � cash await collect sae tc po box sk wp ppm
ham,Holy living christ what is taking you so long,45,holi live christ take long
ham,�� thk of wat to eat tonight.,29,�� thk wat eat tonight
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",157,thanx yup come back sun finish dinner go back hotel time fli tog exactli mth today hope well haf mani mth come
ham,We're on the opposite side from where we dropped you off,56,opposit side drop
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,68,yup izzit still rain heavili co im e mrt cant c outsid
ham,Send me your resume:-),22,send resum
ham,Gd luck 4 ur exams :-),22,gd luck ur exam
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,84,u ask next sat make im ok lor
ham,Sorry that was my uncle. I.ll keep in touch,43,sorri uncl ill keep touch
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,62,saw guy doll last night patrick swayz great
spam,URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,135,urgent nd attempt contact u � prize yesterday still await collect claim call
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,158,santa call would littl one like call santa xma eve call book time callsppm last min tc
ham,Just come home. I don't want u to be miserable,46,come home dont want u miser
ham,I dont know why she.s not getting your messages,47,dont know she get messag
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",151,cool tyler take gonna buy drop place later tonight total order quarter got enough
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",240,guy car shop flirt got phone number paperwork call text im nervou cours may address call boss tell know may get fire
ham,Reverse is cheating. That is not mathematics.,45,revers cheat mathemat
ham,How do you plan to manage that,30,plan manag
ham,"Er, hello, things didn���t quite go to plan ��� is limping slowly home followed by aa and with exhaust hanging off",114,er hello thing didn���t quit go plan ��� limp slowli home follow aa exhaust hang
ham,Sorry for the delay. Yes masters,32,sorri delay ye master
ham,Call me when u finish then i come n pick u.,43,call u finish come n pick u
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,153,privat account statement show unredeem bonu point claim call identifi code expir
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,110,what oga left phone home saw ur messag hope good great weekend
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",201,dont worri though understand import put place poorli thought punish face worst thing ever happen brb gonna go kill
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",151,honey pl find much sell predict nigeria mani time use import repli monday
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,86,e admin build might b slightli earlier ill call u im reach
ham,"fyi I'm at usf now, swing by the room whenever",46,fyi im usf swing room whenev
ham,i can call in  &lt;#&gt;  min if thats ok,41,call ltgt min that ok
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,84,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear
ham,�� no home work to do meh...,28,�� home work meh
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,98,anyth valuabl situat first get second loos
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,86,mark take forev pick prescript pain come back
ham,How's ur paper?,15,how ur paper
ham,Got smaller capacity one? Quite ex...,37,got smaller capac one quit ex
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,69,check choos babe video smsshsexnetun fgkslpopw fgkslpo
ham,Im good! I have been thinking about you...,42,im good think
spam,u r a winner U ave been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),151,u r winner u ave special select receiv � cash holiday flight inc speak live oper claim pmin
ham,:-) :-),7,
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,111,thought bout drink tap spile seven pub ga st broad st canal ok
ham,I am going to sleep. I am tired of travel.,42,go sleep tire travel
ham,"Haha, just what I was thinkin",29,haha thinkin
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,68,yup give problem mayb ill ju leav
ham,Lol no. Just trying to make your day a little more interesting,62,lol tri make day littl interest
ham,"How long before you get reply, just defer admission til next semester",69,long get repli defer admiss til next semest
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",145,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day
ham,Po de :-):):-):-):-). No need job aha.,38,po de need job aha
ham,Rats. Hey did u ever vote for the next themes?,46,rat hey u ever vote next theme
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY �1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",152,new mobil must go txt nokia collect today � optout gbpmtmsg txtauction
ham,I hope your pee burns tonite.,29,hope pee burn tonit
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",121,oh rite well im best mate pete went week geva longer week
ham,Yay can't wait to party together!,33,yay cant wait parti togeth
ham,....photoshop makes my computer shut down.,42,photoshop make comput shut
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,89,boy made fun today ok problem sent one messag fun
ham,That's one of the issues but california is okay. No snow so its manageable,74,that one issu california okay snow manag
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,135,privat account statement show unredeem point call identifi code expir
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",71,hmmm mayb tri e shoppin area one forgot e name hotel
ham,"Awesome, that gonna be soon or later tonight?",45,awesom gonna soon later tonight
ham,I need details about that online job.,37,need detail onlin job
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386,134,valu vodafon custom comput pick win � prize collect easi call
ham,Missing you too.pray inshah allah,33,miss toopray inshah allah
ham,Pls help me tell Ashley that i cant find her number oh,54,pl help tell ashley cant find number oh
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,69,escap theatr go watch kavalan minut
ham,S.this will increase the chance of winning.,43,sthi increas chanc win
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,81,either way work ltgt year old hope doesnt bother
ham,Maybe you should find something else to do instead???,53,mayb find someth els instead
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,76,gain right wifedont demand iti tri husband toolet see
ham,I liked your new house,22,like new hous
ham,I'm fine. Hope you are also,27,im fine hope also
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",109,also north carolina texa atm would go gre site pay test result sent
ham,Same to u...,12,u
ham,yes baby! I need to stretch open your pussy!,44,ye babi need stretch open pussi
ham,Thanks  and ! Or bomb and date as my phone wanted to say!,57,thank bomb date phone want say
ham,Ok...,5,ok
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",121,hey guy know breath neck get bud anyway youd abl get half track usf tonight
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",80,respons one power weapon occupi place other heart
ham,Nokia phone is lovly..,22,nokia phone lovli
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,159,free messagethank use auction subscript servic pmsgrcvd skip auction txt unsubscrib txt stop customercar
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,95,bore housew chat n date btnation rate pmin landlin
ham,Sorry da..today i wont come to play..i have driving clas..,58,sorri datoday wont come playi drive cla
ham,I'm really sorry I lit your hair on fire,40,im realli sorri lit hair fire
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",299,oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent wasnt went trip oh didnt babe go celebr rent
